id;date_scraped;keyword_scraped;location_scraped;linkedin_num;company;title;num_applicants;date_posted;level;employment_type;function;industries;description
3694897683;2023-10-27 16:55:11.478563;;Denmark;10;Ascendis Pharma;Professional for Regulatory Affairs CMC;;;Entry level;Full-time;Legal;Technology, Information and Internet;"Are you passionate about supporting regulatory activities? Do you want to work globally in an innovative company making our products available for patients worldwide? If so, now is your chance to join Ascendis Pharma as our new Professional for Regulatory Affairs CMC.Ascendis Pharma is a fast-growing biopharmaceutical company with locations in Denmark, Germany, and the United States. We are applying our TransCon technology to build a leading, fully integrated biopharmaceutical company focused on making a meaningful difference in patients’ lives.Guided by our core values of patients, science, and passion, we use our TransCon® drug development platform to fulfill our mission of developing new and potentially best-in-class therapies to address unmet medical needs. Today, we have a growing pipeline of prodrug therapies in development, each designed to be a best-in-class therapy.We are seeking a passionate Professional to join our Regulatory Affairs CMC team. As a key member of the Ascendis Pharma team, you will play a crucial role in supporting the life cycle stage of our portfolio and second line regulatory approvals. This is an exciting opportunity to work in a fast-paced environment, collaborate with cross-functional, global teams and working together to achieve extraordinary results.You will be joining an experienced, well-established, and team-oriented Regulatory Affairs CMC department, which consists of ten colleagues, who is known for supporting each other by actively sharing learnings and experience.You will be working closely together with Danish and US colleagues across Regulatory Affairs, Product Supply, Quality Assurance, and our global partners. Daily, you will have many internal and external stakeholder interactions.You will report directly to Bente Brunbakke, Senior Director of Regulatory Affairs CMC. Bente is based in Hellerup, Denmark. You will be located in Hellerup as well.Your key responsibilities will be:Supporting regulatory activities according to Ascendis business strategy and within agreed timelines and for specific deliverables such as: Coordination and submission of regulatory applications for products with marketing authorisations. Support to the submission, and approval of marketing authorisation applications in new countries worldwide. Collaboration and alignment within Regulatory Affairs during planning of our submissions. Qualifications and Skills:For this specific role the right candidate can look in many ways.You might be a graduate with a few years of experience or an interest in Regulatory Affairs who wants to learn, or maybe you come with more seniority and a proven record of regulatory experience.You hold a master’s degree, bachelor’s degree, or similar relevant education. You are proficient in English at a professional level, both written and spoken.Regardless of background, we will actively be supporting your professional development by providing appropriate training, hands-on experience, and the opportunity to learn from experienced colleagues.Key personal competencies:We expect you:To be a strong team player, analytical, and have a can-do attitude. To possess an entrepreneurial mindset and can thrive in an informal, open environment where innovation and change are key. To be proactive and highly committed to deliver excellent results within the established timelines. Place of work: Ascendis Pharma headquarters is in a modern and bright office facility in Tuborg Havn in Hellerup with a view of the harbor, the canals, and the sea.Apply nowIf you are excited about the role and passionate about joining a dynamic company dedicated to bringing new therapies to improve patients’ lives, we encourage you to apply.You apply for the position by uploading your CV and answering a few questions in the formular.You do not need to attach a cover letter.Applications will be evaluated when received, so please apply as soon as possible.All applications must be submitted in English and are treated confidentially.For more details about this position please send an e-mail to talentacquisition@ascendispharma.comBenefitsYou can expect an attractive remuneration package, short- and long-term incentives, pension scheme and health insuranceLaptop, iPhone, paid internet, and home office equipment A thorough and structured onboarding programTo succeed in your job and expand in your role, you and your manager will continuously have Impact conversations about how to propel your development. If a need is identified, we find a way to help you growSoft drinks, fresh fruit and a wide variety of snacks every day, no strings attachedTo ensure a balanced approach to the office, all employees have the opportunity to work from home up to two days per week


        Show more

        


        Show less"
3744338540;2023-10-27 16:55:12.026441;;Denmark;11;NKT Photonics;IT Assistant;;;Entry level;Full-time;Information Technology;Appliances, Electrical, and Electronics Manufacturing;"NKT Photonics is a dynamic, international high-tech company and a leader in the development, manufacturing, and supply of high-performance lasers and photonic crystal fibers. We employ some of the best and most creative people in our industry and together we have established one of the fastest growing and most innovative photonics companies in the world.We embrace a culture in which a healthy work-life balance is encouraged; and we promote a positive, supportive working environment. We provide a great place to work with good people and exciting, industry-leading products. To support our growth plans, we are investing in our facilities and growing our talented teams. To further support our plans, we are now expanding our IT team as we are looking for an IT Assistant. You will join a highly skilled and dedicated IT Team and become a key participant in providing IT support globally.You will be part of an international environment with offices in the DK, US, UK, and Switzerland. Our infrastructure Team is based at our headquarter in Birkerød, Denmark, where we also have our main production facility. We are looking to fill a position in this team, currently consisting of 3 employees. About the PositionAs an IT-Assistant at NKT Photonics your daily work and main responsibility will be focusing on IT support tickets. Handling and prioritizing IT tickets via. JiraProviding “hands-on” IT-support to employees Onboarding and offboarding employees. Providing IT assistance, locally & remote. Installing and configuring computer hardwarePreparing equipment for new startersTroubleshooting a wide variety of technical issues on both hardware and software.Maintaining and building new Windows images for various LaptopsCreating and distributing software packagesManaging stocks of equipment, components, consumables, and other suppliesCreating and updating documentation Your experience and qualificationsWe are looking for a candidate who possesses the following qualifications:Relevant IT education or experience from a similar technical IT-support role Good understanding of Windows environment especially Windows 10/11 Experience with IT operations in a hybrid environment.Experience with Microsoft Office 365, Dynamics 365, SharePoint OnlineStrong customer service skills to interact professionally and positively with employees, co-workers, and customers.Strong verbal and written communication skills in both Danish and English.  Please note that our corporate language is English.Join us! If you wish to apply, please contact us with your CV. If you have a cover letter, please save this in one document with your CV as you are only able to upload one document. We look forward to hearing from you! More about usHelp the World’s innovators realize their dreams! Did you know that we are leaders in high-power lasers for the new generation of commercial quantum computers? We are! Our customers make all kinds of mindblowing innovations with our fiber lasers and photonic crystal fibers – and we need to keep up. Our customers also use our lasers and fibers in areas such as medical and life-science research, semiconductor manufacturing, and space exploration. Innovation is in our DNA. We are pioneers of supercontinuum lasers and photonic crystal fibers, and we constantly reimagine how our products can be used and improved. We embrace uniqueness. With more than 30 nationalities, we are a diverse group. But we have a lot in common. We are curious, respectful, and we aim to make a difference in the World. We need the sharpest minds in the industry to help us accelerate development. Join us! Together, we can make an impact.Keep your personal data safeNKT Photonics (""The Company"") take responsibly for the protection of your personal data. Accordingly, upon receiving your job application and additional material you choose to submit, the Company keeps a safe and secure environment and ensures confidentiality.You also have a role to play in keeping your personal data safe. We request you only submit personal data about yourself in your job application, CV or other relevant material you choose to provide to us that is relevant for the specific position you are applying for.Please consider whether there is personal information you are about to submit, such as health information, information on family relations, information on trade union membership, etc. that is not necessary for our recruitment process or the position you are applying for. Please also be aware of certificates or other documents are not necessary for the vacancy; we urgently request you to redact/cross out such information before you submit your job application. Thank you. Read more about our processing of your personal data in the recruitment phase in our Privacy Policy – go to: www.nktphotonics.com/data-privacy-policy-of-job-applicants


        Show more

        


        Show less"
3696928320;2023-10-27 16:55:12.408945;;Denmark;12;SAS - Scandinavian Airlines;EXPERIENCED CABIN CREW;;;Not Applicable;Full-time;Management and Manufacturing;Airlines and Aviation;"We are hiring Experienced Cabin Crew to SAS in CPHWE ARE FUELLED BY PASSION AND PURPOSEThe restless pulse of our world offers endless possibilities to develop new customer solutions and new avenues for personal and professional growth.That’s why ingenuity and creativity are central to our work, exploring new opportunities, while always considering our customers’ overall experience and safety.Working at SAS means contributing to and benefiting from a fast-paced, dynamic environment. It means playing a leading role by transforming aviation.We have many different teams working towards our purpose and share the same values. We are now hiring Cabin Crew to our crew base in Copenhagen.Cabin Crew RoleBeing part of the cabin crew team at SAS is not only a job, you become the face of SAS.You provide excellent customer service to passengers while ensuring their comfort and safety throughout the flight.You need to be a confident communicator with high flexibility who enjoys working in a team with a common goal – that our customers keep coming back and recommend SAS to their friends and family.Read more about the role as Cabin Crew through; www.sasgroup.net/career/teams/cabin-crew/Application Together with our recruitment partner AAP we are hiring Experienced Cabin Crew to our crew base in Copenhagen. We are looking for experienced crew as new members of staff who are interested in a career within the airline industry.Want to know more? Read about these exiting opportunities and register your application with our recruitment partner AAP, SAS | Experienced Cabin Crew | Copenhagen (aapaviation.com)We look forward to hearing from you and please note that you need to register your application with  AAP !Do not use the Apply button and register your application on the SAS Career site.


        Show more

        


        Show less"
3728911364;2023-10-27 16:55:12.728180;;Denmark;13;Enversion A/S;Unsolicited application;159 applicants;;Mid-Senior level;Full-time;Business Development, Consulting, and Sales;Software Development and Hospitals and Health Care;"Your future could be with usDo you go to work to have fun, develop your skills and change the world?Do you care about your clients, your project, your decisions, and your team?Do you get a kick out of solving challenging problems?Do you believe that healthcare concerns all of us?Then you should apply for a job at Enversion!We're always working on lots of exciting projects, so we're constantly looking for new colleagues who want to help us achieve our goals and who support our vision.We hire data scientists, engineers, anthropologists, designers, software developers, marketing specialists, and many others who want to change the future of healthcare for the better.BUT... it’s not for everyoneWe want to be honest- we're looking for visionaries, creatives, thinkers—people who aren't afraid to think big and make decisions.So, if you're looking for a punch-in/punch-out kind of workplace, where everything is policies and processes, then you probably won't like it here.About usEnversion is a health-tech company based in Aarhus and Copenhagen, Denmark. Since 2009, we have been on a mission to elevate well-being for everyone by incorporating intuitive solutions to make life easier for patients and healthcare professionals worldwide.You can consider us a broad-spectrum vitamin boost for your organization! With expertise in healthcare data, design, AI, research, and consultancy, we create and transform solutions and products to help you discover new healthcare opportunities and acquire the total value of your company’s intentions.Lokation: Aalborg, København, Aarhus og/eller hybrid


        Show more

        


        Show less"
3744372344;2023-10-27 16:55:13.223479;;Denmark;14;Instabox;Country Manager;;;Not Applicable;Full-time;Sales and Business Development;IT Services and IT Consulting;"About us: Instabee was founded in 2022 after combining Budbee and Instabox - two leading last-mile delivery companies with three consumer-facing brands: Budbee, Instabox and Portrerbuddy.We are obsessed with radically simplifying the parcel shipping and receiving experience. Instabee has swiftly emerged as a force to reckon with in the industry, serving thousands of merchants and millions of consumers.In the fast-paced world of business, merging two companies is no small thing. Leading a complex merger of two brands requires a visionary leader who can adeptly navigate the intricacies of merging identities, cultures, and operations. You'll turn these challenges into opportunities, driving growth and establishing a thriving presence in this new market. In the position as Country Manager for Denmark:You’ll have the autonomy and resources to shape Instabee’s future success. You'll be entrusted with the responsibility of driving business growth, all while managing and developing our high-performing team. If you thrive in dynamic environments, have a proven track record in managing organizational complexities, we want you on our team!We are seeking a dynamic and strategic Country Manager to lead our business in Denmark and take Instabee to new heights. You will be at the forefront in our Danish business, taking charge of formulating and executing strategies for the Danish market. Additionally, you will play a pivotal role in our recently merged organization, ensuring that processes and structures are streamlined for maximum efficiency.Key Responsibilities:Develop and implement extensive business plans to achieve business targets and increase market share in DenmarkP&L and budget responsibility, with a clear focus on sustained growth in the coming years.Lead, inspire, and mentor a diverse team, cultivating a collaborative culture that values individual strengths and fosters growth.Ensure that the organization has the right resources and competencies to be able to carry out the work in accordance with set goals, strategies and requirements.Monitor and analyze market dynamics, customer preferences, and regulatory changes. Adjust strategies to maximize market share and profitability.Collaborate closely with global cross-functional teams, including sales, operations, and finance, to ensure seamless execution of business objectives.Who you are:In order to be successful in this role you have a strategic, tactical mindset and you come up with creative solutions to challenges. Moreover you know how to get things moving in order to produce results. You have a strong bias for action; you’re self-starting, tenacious, and results-oriented. You’re willing to roll up your sleeves and do whatever is necessary to meet team goals through your team and backing up your decisions with data and metrics.Proven experience as a successful leader in a management role, preferably as a Country Manager or similar, with a strong focus on achieving growth targets.In-depth knowledge of the Danish market.Proven track record in commercial positions, including experience within e-commerce, showcasing expertise in business development, with a demonstrated ability to identify market opportunities.Track record of developing and executing successful business strategies that have driven revenue growth and expanded market presence.Exceptional leadership skills, with the ability to inspire and motivate teams, build strong relationships, and drive cross-functional collaboration.Strong analytical and problem-solving abilities, enabling data-driven decision-making.Excellent communication and negotiation skills, with fluency in English and Danish (both written and spoken).Bachelor's degree in business administration, or a related field; an MBA, MSc or equivalent qualification is highly desirable.This recruitment process consists of personality and logical tests via Alva Labs.If you are ready to embrace the challenge and have what it takes to lead our Danish business and drive sustainable growth, we would love to hear from you. Join us in Denmark and apply today!


        Show more

        


        Show less"
3726849261;2023-10-27 16:55:13.522217;;Denmark;15;Vialto Partners;Trainee;;;Internship;Full-time;Other;Business Consulting and Services;"Employer reference: JR901681Company DescriptionAt Vialto we create the connections that build global careers and societies, bridging the gap between people and their aspirations. As the world of work continues to evolve, we are bringing together the individuals, ideas and technology to unlock business and human growth.Job DescriptionIf you want to work in a fast-paced and performance-oriented environment with colleagues around the world, then Vialto Partners is for you! We are currently looking for new colleagues to join our Tax and Immigration law teams in Copenhagen and Aarhus.As our new colleague you will be a part of our team of tax and immigration consultants specializing in legal support to employees moving across borders. This includes assisting our clients to navigate complex problems relating to personal taxation, employer obligations, social security and immigration in order to ensure mobility is a valuable experience for both the employee and employer.You will assist with a wide range of tasks including e.g. preparing tax memos, providing advice relating to interpretation of relevant legislation, opportunities to be present during tax consultations with our clients as well as tasks of a more practical nature. The position is ideal for the student wishing to embrace a career with an international perspective. You will thus frequently liaise with people of various cultures and nationalities both inside and outside of our newly established organisation working as part of a global team of legal professionals.QualificationsIdeally, you are pursuing a bachelors or master’s degree in a relevant field and have previous experience through a relevant student job - but the right candidate can still be considered even if this is not applicable.Furthermore, We Expect You ToHave achieved fine educational resultsStudy cand.jur (law degree), cand.merc.jur (commercial law degree) or similarHave a critical mind-set, good numerical and writing skills as well as a practical hands-on attitude. You must have a desire to be able to communicate professionally in English.Thrive in an interdisciplinary and performance-oriented culture with high expectations relating to the quality of your work.Have a drive and dynamism which contributes to our work culture and general team-spiritAdditional InformationYour application should include: CV English version preferably (mandatory) Motivational Letter (mandatory) Transcript of most recent university grades (mandatory) References (optional)What We OfferValuable experience in a multidisciplinary team of 65 passionate professionals in Denmark and 6.000 professionals worldwide.Continuous learning with training (both technical and soft skills) to develop skills needed to become a trusted legal advisor.You will be granted a Career Coach who will make sure that you feel welcome and safe as well as responsible for your personal development within our organisation. The Career Coach will therefore support you in achieving your personal goals and dreams relating to your personal career.The possibility to be employed full time upon graduationA flexible working schedule, especially during exam periods.A workspace where everyone feels respected, valued and free to be themselves.Inspiring colleagues as well as a forward-looking and very accessible leadership.Team events and celebrations, as well as time spent on community and charity activities.And much more!


        Show more

        


        Show less"
3597210726;2023-10-27 16:55:13.943561;;Denmark;16;Ampstek;Project Manager;;;Mid-Senior level;Contract;Project Management and Information Technology;IT Services and IT Consulting;"Hi ProfessionalsGreetings From Ampstek!Hope you are high in your spirits. Please stay safe.Our client is looking for Project Manager to join a high-growth organization. If you are interested kindly share your CV shrutika.b@ampstek.comJob Title: Project ManagerContract EmploymentLocation: Denmark (100% Remote but Candidate should reside in Denmark Or relocate to Denmark)Job DescriptionSenior Project Manager for preparation work required for Oracle contract renegotiationThe candidate should be able to establish structure, lead and deliver milestones independently and with minimal instruction in a complex environment. Specifically, one should be able to navigate significant amount of information and create a common direction for the project team to secure progress towards defining and achieving the end-goal. Furthermore, the candidate should posses good stakeholder management skills as the project work requires significant cross-organizational interaction as well as engagement at different hierarchical levels.Specific tasks and responsibilities include general project management, project responsibility, quality assurance, creation of detailed milestone plan, follow-up on progress, project financing as well as creation of management status updates and decision material. Occasionally there will also be a requirement to conduct analyses and create business cases.Most vital skills: Coordination, communication and analytical. Previous experience with preparing for IT contract renegotiations is a plus.Deliverables: Lead renegotiation preparations, ensure continuous progress, communication to key stakeholders, conduct relevant analyses and business cases.Thanks & Regards,Shrutika Baing IT Recruiter | Europe & UKEmail - shrutika.b@ampstek.comTel - +44 2045329689Ampstek Services Limited


        Show more

        


        Show less"
3739432005;2023-10-27 16:55:14.348930;;Denmark;17;Ampstek;Supply Chain Management;95 applicants;;Mid-Senior level;Contract;Management and Manufacturing;IT Services and IT Consulting;"Hi ProfessionalsHope you are high in your spirits. Please stay safe.Our client is looking for multiple SCM Consultant experienced consultants to join a high-growth organization. If you are interested kindly, please share your CV and let me know your rate expectation.Role: SCM Consultant Location: DenmarkDuration: ContractSkill Sets:• 8 to 10 years of hands-on experience as a Lead Supply Chain Management Consultant in leading and managing Dynamics 365 Finance and Operations ERP Implementation• Thorough understanding of the Supply Chain Processes – Order to Cash, Procure to Pay, Inventory Management, Demand planning, Purchase Order management, Purchase Order management, BOM Production management and Inventory management with master planning service management quality management• Experience in Data Migration (good to have)• Should have knowledge on Requirement Gathering and preparing solution based on fit gap analysis.• Experience in working with Onsite/offshore model. Experience in preparing Functional Design Document• Ability to lead Conference Room Presentations (CRP) to demonstrate functionality to Business Users,Thanks & RegardsMilan | Talent Acquisition | Europe & UKAmpstek Services LimitedKemp House, 152-160, City RoadLondon-EC1V 2NXTel - +49(69)50604428 E-mail- milan@ampstek.com


        Show more

        


        Show less"
3645682476;2023-10-27 16:55:14.696666;;Denmark;18;Lenus;Unsolicited Applications;162 applicants;;Mid-Senior level;Full-time;Information Technology;Technology, Information and Internet;"Hi there,If you have not found an open job that matches your interests and current capabilities, we encourage you to still send your resume and tell us a little bit about you and what you are interested in working with!We will get back to you as soon as we see a fit for one of our positions.All the best,The Lenus Talent Attraction TeamWe care about your privacy, personal data and information at Lenus. We commit to an inclusive recruitment process and equality of opportunity for all our job applicants. For specific details on how your personal data and information is processed by Lenus during any recruitment process, please see our privacy policy.Specific to EU applicants:Lenus will treat all personal information collected during the recruitment process with the utmost confidentiality and in line with current data protection legislation. We rely on the lawful basis of Art. 6 (1) (b) of the GDPR to process the information provided by you in the recruitment process.Specific to California applicants:Lenus will treat all personal information collected during the recruitment process with the utmost confidentiality and in line with current data protection legislation.


        Show more

        


        Show less"
3623656829;2023-10-27 16:55:14.974419;;Denmark;19;Gaming Innovation Group;Email Marketing Specialist;;;Entry level;Full-time;Marketing;Technology, Information and Internet;"Join the dynamic world of digital marketing with Gaming Innovation Group (GiG), a leading iGaming and sports betting provider. We are in search of a seasoned Email Marketing Specialist to be an integral part of our diverse and vibrant Paid Media team, located in our modern Nørrebro office.As an Email Marketing Specialist, you'll find yourself in an ever-evolving, data-driven role that offers substantial growth and learning opportunities. You will be at the heart of our email marketing operations, focusing on building, managing, and analyzing email campaigns, while exploring opportunities to expand our offers and campaigns.Your key responsibilities will include:Create and execute campaigns across multiple markets and brandsOverseeing and optimizing email campaigns to improve open rates, click rates, and conversion ratesConducting in-depth market analyses and performance reportingLiaising with account management and site management teams to develop coordinated campaignsEnsuring compliance with gambling regulations across marketsUnderstanding customer lifecycles and tailoring email strategies accordinglyManaging and expanding our customer database while adhering to data protection rulesDaily, weekly and monthly reporting We are looking for a candidate with a proven track record in digital marketing, particularly email marketing, coupled with an analytical mindset and a flair for copywriting and copyediting. A results-driven approach and adaptability are key, as is your enthusiasm for learning and overcoming challenges.At GiG, you'll find a perfect blend of marketing, design, writing, and IT professionals, creating an environment that encourages hard work and play. Our company offers a dynamic and youthful culture, underscored by a spirit of freedom and responsibility. Our facilities include a PlayStation, pool table, gym, and even a cinema room, ensuring that creativity and fun remain integral parts of our work environment.Take a leap into the thrilling world of online sports betting and casino and make a tangible difference with your digital marketing prowess. To learn more about us, visit www.gig.com.
      

        Show more

        


        Show less"
3737063391;2023-10-27 16:55:15.445530;;Denmark;20;Columbus;Head of Strategy and Change, Denmark;69 applicants;;Director;Full-time;Business Development and Sales;Information Technology & Services;"Do you want to build & lead a team with high ambitions? This is an opportunity to strengthen and shape Columbus’ go-to-market profile.Columbus Strategy & Change is the value-shaping interlock between customer objectives and Columbus’ portfolio. We help our customers become secure competitors in the modern business atmosphere. To achieve this our customers must have an openness towards change and transformation. This is where Columbus and our Strategy & Change people enter.As the Head of Strategy & Change Denmark, member of local leadership team and reporting to the Country Manager, you will be responsible for building our Business Transformation Advisory Practice in Denmark where you develop a cross-function value-based approach to ensure Columbus as a strategic enabler for the continued success of our customers.Together with your hand-picked team of consultants, you will be part of a global organization of problem solvers, advising and consulting our customers to solve complex business issues from strategy to execution and value delivery. Your leadership will help to continuously define and refine our methodologies, tools, knowledge and commercial approaches in creating the Business Transformation Practice.You will work on a wide range of topics, such as business strategies, growth initiatives, digital strategies and transformations, development of business cases, leading of larger change initiatives, implementations, and projects, post-merger integrations and organizational and cultural transformations. The consultants lead with insights to co-create and implement technology-enabled, disruptive strategies and solutions that unlock value and drive growth for customers.Key Responsibilities:Leadership:Build and manage a growing team of Consultants/Advisors from recruitment through day-to-day team management, appraisal and development, and providing a safe environment for people to grow.Establish and develop productive relationships with internal and external C-level stakeholders, bringing people together to benefit and add customer value.Advisory and Consultancy:Advise and lead the delivery of Business Transformation activities in collaboration with other Columbus Group initiatives. Assume the role of Columbus Project Steer as required.Ensure that Columbus and the customer work toward the same goal and operate as ""one team""Apply new ideas and ways of doing things, encourage and support innovations from others, and experiment and follow ideas through to implementation. Lead a positive cultural change.Communication:Create and present a compelling vision and set clear direction that motivates and inspires others to work towards a common goal. Facilitate effective customer steering and enablement meetings, workshops and other engagements.Help roll out training on business transformation skills/knowledge internally at Columbus.Quality:Define, agree and manage the quality requirements for the initiative, project or assignment.Ensure new project deliverables are created and understood by the customer / Columbus team for activities related to Business and Digital TransformationEstablishes agreement on quality indicators for the processes and outputs of a transformation or change initiative by reference to the business case and through negotiation with stakeholders.Pre- and Post-Sales:Lead in the sales process in winning new projects and assignments for ColumbusPresent the value and benefits of Business Transformation and Columbus to steer the customer towards the selection of Columbus.Create sales collateral to promote and describe Business Transformation practice services.Methodology & The Columbus Culture:Develop the methodology for Business Transformation and liaise with functional teams to integrate into Columbus standard methodologies for existing business lines.Drive positive change through recommending improvements to Columbus processes.Ensure that the Columbus business culture and values, which are the basis for our success, are maintained and developed further.QualificationsA proven management consultant with +10 years of experience in business consulting and digital transformation context, and preferably with expertise in one or more specific industries that match Columbus’ target industries withing Manufacturing, Food & Beverage, Retail & Distribution and Life Sciences.Excellent communication, negotiation, and interpersonal skills, with a demonstrated ability to develop robust relationships with customers, where you connect value propositions to their needs.Ability to lead, engage, motivate, and coach others. To act as a role model and inspire and empower others.Become a part of Columbus!With us you don’t have to send motivated applications or answer hourly long questionnaires. That time has passed. Apply with your CV and LinkedIn. You are also more than welcome to reach out to us through the chat function right here in the lower right corner if you have any questions at all!We are looking forward to receiving your application!For further information or questions, you can also reach out to Country Manager Claes Kongsdam on mail claes.kongsdam@columbusglobal.com or mobile +45 2969 0300.About ColumbusWe bring contextual digital insights so our customers can thrive far into the future. Our purpose is “Digital transformation for a better tomorrow”.Columbus is a +1600 people strong global IT services and consulting company, and we are experts in designing, developing, implementing, upgrading, and maintaining digital business applications. Our mission is to help our customers to gear up for the future and to succeed in their continued digital transformation.Columbus’ people provide end-to-end digital solutions within Cloud ERP, Cybersecurity, Digital Commerce, Data & Analytics, Customer Experience and Application Management.Our secret to success is a comprehensive solution portfolio, deep knowledge in prioritized industries, extensive technical expertise, and profound customer insight. And of course, our entrepreneurial environment, passion to develop ourselves and strong team spirit. This has worked very well for us for over 30 years.
      

        Show more

        


        Show less"
3742298137;2023-10-27 16:55:15.976847;;Denmark;21;Fellowmind;IT Operations Center Specialist;;;Not Applicable;Full-time;Management and Manufacturing;IT Services and IT Consulting;"Om stillingenI vores Operations & Managed Services team etablerer vi et IT Operations Center, som skal sikre, at driften hos vores kunder forløber gnidningsfrit ved overvågning og supportering på alarmer og fejlmeldinger på infrastrukturen. Teamet vil til en start bestå af 8 kyndige kollegaer, som, udover førnævnte kundefokus, også i dagtimerne vil agere super-kollegaer og supportere resten af vores organisation i henhold til eskaleringer, vidensdeling, drift af systemer med videre. Nu tænker du måske...Fellowmind som arbejdspladsHvem er Fellowmind, og hvorfor er vi et godt match? Fellowmind er en softwareorienteret konsulentvirksomhed, der først og fremmest stræber efter at skabe meningsfulde forbindelser værdifulde for alle involverede parter. Vi er passionerede nørder (eller specialister, om man vil), som hjælper vores kunder med at accelerere deres digitale platform via Microsofts brede vifte af løsninger. Som ny kollega i Fellowmind vil du møde en organisation, der ikke kun tillader men tilskynder personlig og faglig udvikling, hvorfor selve arbejdsmiljøet også i høj grad bærer præg af tillid, nysgerrighed og respekt alle kollegaer imellem. Sagt med andre ord er Fellowmind sandsynligvis ikke stedet for dig, hvis du ønsker en arbejdsplads, hvor din stilling er statisk, udviklingsmulighederne er små og stemningen er trykket. Primære arbejdsopgaverHovedopgaven for ITOC-teamet bliver at sikre respons 24/7/365 for de af vores kunder, som har valgt denne service, og dette dækker både over drift, overvågning og telefoniske henvendelser. Det er et team under opbygning, så du vil i høj grad få mulighed for bidrage til at skabe kulturen og præge dynamikken, så I får et stærkt samarbejde. Som en del af teamet bliver man også ansvarlig for at varetage ”core drift” af services hos vores kunder, hvilket relaterer sig til afvikling af standard driftsopgaver samt så vidt muligt automatisering heraf. Det er derfor ideelt, hvis du besidder en god blanding af tekniske kompetencer og kommunikative evner, så du både kan hjælpe kunderne og forklare dem, hvorfor du lige har reddet deres dag.Som ITOC Specialist vil du have din daglige gang i vores Operation Center, og jobbet vil byde på skiftende arbejdstider med blandt andet natte- og weekendarbejde, så vores kunder altid har en livline i tilfælde af IT-kriser. Vi kan skrive en mindre e-bog om de nøjagtige ting, som vores ITOC Specialister får lov at prøve kræfter med, men for overblikkets skyld lader vi det være ved ovenstående for nu – og så er vi altid tilgængelige til en uddybende snak herom.Din profilSkal vi beskrive netop dig som person med tre ord, vil valget formegentlig falde på følgende adjektiver: flink, selvstændig og fleksibel. Du vil opleve en stor grad af frihed under ansvar, hvorfor du trives i at tage kvalificerede beslutninger og tænke på fødderne, så tingene kan gå op i en højere enhed. Hvad angår dit faglige udgangspunkt, hører vi fuglene synge, hvis du kommer med en relevant teknisk uddannelse såsom eksempelvis IT-supporter eller data-tekniker - eller hvis du har lignende erfaring. Du kommer derudover med en erfaring indenfor Microsoft-universet, og du kan godkendes på højeste sikkerhedsniveau som den superhelt, du er.  Er du nået hertil, er der kun tilbage at sige, at vi venter spændt på at høre fra dig, og vi glæder os til at læse din ansøgning! Har du spørgsmål til stillingen, er du velkommen til at kontakte Manager Tommy på +45 93101981.


        Show more

        


        Show less"
3590303623;2023-10-27 16:55:16.317809;;Denmark;22;Ageras USA;Unsolicited Applications;;;Mid-Senior level;Full-time;Information Technology;Technology, Information and Internet;"If you are interested in working for the Ageras Group but see no vacant positions for you, please feel free to submit an unsolicited application using the link at the bottom of this page.RequirementsWe are always looking for talented people with varying backgrounds, experience, ideas and points of view - no matter who you are, we would love to hear from you.BenefitsWe hope it’s fine that we take a moment to boast. Because to be honest, we think what we have to offer is pretty great: Our office is oh-so-fresh (probably the best view in town), our canteen is superb (probably the best lunch in town) and our people are simply fantastic (probably the best colleagues in town).We take pride in our work, but we are also serious about fun. Seriously. Join our Friday Bar every FriYay, take a little break in our gaming room on a rough Monday or grab a ginger shot and join in on a yoga session on Wellness-Wednesday.At Ageras Group, we are on a mission to conquer the world. But who said you can’t have fun along the way?Interested?Now that we have caught your attention, it is time for you to catch ours. Please send us your English resume and a simple 1-page cover letter where you tell us why you are the right fit for us.If you have any questions, please contact Head of Group HR, Imke Wieboldt, at +45 31 79 17 15.About Ageras GroupAt Ageras Group, we enable success for small businesses by building the best ecosystem around their financial needs. With a well-preserved start-up spirit, we are today an ambitious group of fintech-companies with around 350 employees operating across 12 markets in Europe and the US. As the home of Ageras Marketplace, Billy, Kontist, Meneto, Salary, Tellow and Zervant, and being financially backed by Investcorp, Rabo Frontier and Lugard Road Capital, we are on a mission to revolutionize the financial industry and conquer the world - nothing less.


        Show more

        


        Show less"
